Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,EUR_price,Country,City,Number of views last 7 days
Runabout,Quicksilver (Brunswick Marine) power boats,new boat on order,2020.0,8.05,3.0,GRP,53799.0,Germany, Kieler Bucht mit Fehmarn ,75
Sport Boat,Sea Ray power boats,new boat from stock,2020.0,6.55,2.54,GRP,52999.0,Germany, Bayern ,85
Sport Boat,Sea Ray power boats,new boat from stock,2019.0,6.55,2.54,GRP,51999.0,Germany, Bayern ,56
Center console boat,Jeanneau power boats,new boat from stock,2020.0,6.86,2.52,GRP,51900.0,Netherlands, In verkoophaven,31
Pilothouse,Parker power boats,new boat from stock,2018.0,7.46,2.55,GRP,51015.0,Germany, Nordrhein-Westfalen ,166
Center console boat,Thunderbird power boats,Used boat,2007.0,7.9,2.5,PVC,50000.0,France,,108
Sport Boat,Cranchi power boats,Used boat,2006.0,8.57,2.83,GRP,48360.0,Netherlands, Holland,77
Center console boat,Capelli power boats,Used boat,2011.0,8.15,2.75,PVC,50000.0,France,,107
Sport Boat,Buster power boats,new boat on order,2020.0,7.2,2.5,Aluminium,53450.1,Switzerland, Safenwil,107
Motor Yacht,Italmar power boats,Used boat,2007.0,6.9,2.55,GRP,49900.0,Germany, Hock Boote,61
Trawler,Pedro power boats,Used boat,1988.0,10.0,3.3,Steel,49900.0,Netherlands, In verkoophaven,109
Flybridge,Princess power boats,Used boat,1988.0,10.74,3.68,GRP,49500.0,Croatia (Hrvatska), In verkoophaven,149
Deck Boat,Moonday power boats,new boat from stock,2019.0,8.34,2.63,GRP,49500.0,Netherlands, Lemmer,26
Trawler,Steilsteven power boats,Used boat,1923.0,21.69,4.52,Steel,49500.0,Netherlands, Sneek,90
Motor Yacht,Proficiat power boats,Used boat,1996.0,10.75,3.4,Steel,49500.0,Netherlands, In verkoophaven,75
Motor Yacht,Marex power boats,Used boat,2004.0,8.95,2.8,GRP,49500.0,Germany, TÃ¶plitz (Werder),349
Trawler,Pedro power boats,Used boat,1986.0,10.6,3.4,Steel,49500.0,Netherlands, In verkoophaven,90
Sport Boat,Cranchi power boats,Used boat,2000.0,9.1,2.9,GRP,49500.0,Netherlands, In verkoophaven,36
Pilothouse,AluForce power boats,new boat from stock,2020.0,7.4,2.45,Aluminium,49000.0,Germany, auf Anfrage,164
Bowrider,Glastron power boats,new boat from stock,2019.0,6.2,2.54,GRP,52371.0,Switzerland, Lake Constance ,143
Deck Boat,Nimbus power boats,Used boat,1999.0,7.9,2.65,GRP,48500.0,Netherlands, In verkoophaven,92
Pilothouse,Cantieri Nautici Ferrario power boats,Used boat,2019.0,6.4,2.34,GRP,51480.0,Switzerland, Luganersee ,114
Sport Boat,AMT power boats,new boat from stock,2018.0,6.08,2.35,GRP,51381.0,Switzerland, VierwaldstÃ¤ttersee ,195
Pilothouse,BÃ©nÃ©teau power boats,new boat from stock,2020.0,5.52,2.4,PVC,47990.0,Spain, Hospitalet del Infante,111
Pilothouse,BÃ©nÃ©teau power boats,Used boat,2006.0,7.43,2.95,GRP,47500.0,Croatia (Hrvatska), onbekend,101
Sport Boat,Bayliner power boats,Used boat,2003.0,9.0,3.0,GRP,46900.0,Netherlands, In verkoophaven,218
Motor Yacht,Nidelv power boats,Used boat,1997.0,9.1,3.05,GRP,46800.0,Netherlands, In verkoophaven,261
Bowrider,Sea Ray power boats,new boat from stock,2020.0,5.99,2.21,GRP,49886.1,Switzerland, Lake Constance ,247
Trawler,Valkkruiser power boats,Used boat,1982.0,12.0,3.8,Steel,46500.0,Netherlands, In verkoophaven,92
Pilothouse,AluForce power boats,new boat from stock,2020.0,7.1,2.45,Aluminium,46260.0,Germany, auf Anfrage,162
Fishing Boat,Amberg power boats,new boat from stock,2019.0,6.4,2.3,Aluminium,49005.0,Switzerland, Lake of Zurich ,112
Fishing Boat,Amberg power boats,new boat from stock,2019.0,6.4,2.05,Aluminium,49005.0,Switzerland, Lake of Zurich ,51
Wakeboard/Wakesurf,MasterCraft power boats,Used boat,2009.0,6.6,2.54,GRP,48510.0,Switzerland, Lake of Zurich ,883
Sport Boat,Boston Whaler power boats,Used boat,1998.0,9.3,3.6,GRP,45000.0,Italy, Campania ,60
Sport Boat,Boesch power boats,Used boat,1980.0,5.9,2.6,Wood,45000.0,Austria, WÃ¶rthersee ,154
Cabin Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020.0,7.88,2.55,GRP,44999.0,Germany, Kieler Bucht mit Fehmarn ,316
Sport Boat,Rinker power boats,Unleaded,2006.0,7.56,2.59,GRP,44990.0,Germany, Brandenburg,105
Sport Boat,Marinello power boats,new boat from stock,2015.0,6.8,2.49,GRP,44900.0,Germany, Hock Boote,130
Trawler,Proficiat power boats,Used boat,1992.0,9.7,3.1,Steel,44500.0,Netherlands, In verkoophaven,102
Cabin Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020.0,6.02,2.34,GRP,44499.0,Germany, Kieler Bucht mit Fehmarn ,110
Pilothouse,Finnmaster power boats,new boat from stock,2018.0,6.9,2.59,GRP,47579.4,Switzerland, Neuenburgersee ,181
Deck Boat,Moonday power boats,new boat from stock,2019.0,6.98,2.34,GRP,43500.0,Netherlands, Lemmer,46
Sport Boat,Yamarin power boats,new boat from stock,2020.0,6.3,2.35,GRP,46171.62,Switzerland, Lake of Zurich ,250
Motor Yacht,Master power boats,new boat on order,2020.0,7.34,2.72,GRP,43080.0,France,,128
Launch,Primeur power boats,Used boat,2019.0,6.95,2.55,GRP,42950.0,Netherlands, In verkoophaven,81
Motor Yacht,Master power boats,new boat on order,2020.0,6.9,2.72,GRP,42600.0,France,,56
Cabin Boat,Marco Yachts power boats,Used boat,2000.0,9.0,3.05,GRP,42500.0,Netherlands, In verkoophaven,108
Flybridge,Riva power boats,Used boat,1976.0,7.52,3.03,GRP,42500.0,France,,101
Sport Boat,IRON power boats,new boat on order,2020.0,7.67,2.44,GRP,42500.0,Germany, Kiel,49
Trawler,Haber power boats,Used boat,2008.0,8.0,2.5,GRP,42500.0,Netherlands, In verkoophaven,102
Motor Yacht,Riva power boats,Used boat,1981.0,12.18,3.85,GRP,42000.0,Italy, Liguria ,244
Sport Boat,Four Winns power boats,Used boat,2004.0,8.44,2.79,PVC,42000.0,France,,87
Motor Yacht,Parker power boats,new boat from stock,2018.0,6.45,2.45,GRP,41395.0,Germany, Nordrhein-Westfalen ,101
Trawler,Hollandia power boats,Used boat,1968.0,11.8,3.6,Steel,41000.0,Netherlands, Brielle,133
Motor Yacht,Sealine power boats,Used boat,1991.0,10.6,3.5,GRP,40000.0,Spain, Mallorca ,112
Motor Yacht,Four Winns power boats,Used boat,2006.0,8.7,2.59,GRP,40000.0,Croatia (Hrvatska), onbekend,134
Cabin Boat,Marinello power boats,new boat from stock,2018.0,7.65,2.55,GRP,39900.0,Germany, Bayern ,251
Cabin Boat,Skagerrak power boats,Used boat,2002.0,7.2,2.7,GRP,39900.0,Netherlands, In verkoophaven,63
Launch,Interboat DE power boats,Used boat,2016.0,6.8,2.55,GRP,39900.0,Netherlands, In verkoophaven,99
Deck Boat,Moonday power boats,new boat from stock,2019.0,6.42,2.27,GRP,39500.0,Netherlands, Lemmer,40
Motor Yacht,Schottel power boats,Used boat,1965.0,12.0,3.6,Steel,39500.0,Netherlands, Burgum,103
Trawler,Adventure power boats,Used boat,1992.0,10.0,3.35,Steel,39500.0,Netherlands, In verkoophaven,155
Trawler,Proficiat power boats,Used boat,1980.0,10.5,3.3,Steel,39500.0,Netherlands, In verkoophaven,140
Pilothouse,Jeanneau power boats,new boat on order,2020.0,7.93,2.8,GRP,39151.0,Germany, BÃ¶nningstedt / Werft,69
Motor Yacht,Sessa power boats,Used boat,2007.0,8.3,2.7,GRP,39000.0,Croatia (Hrvatska), onbekend,120
Launch,Victoria power boats,Used boat,2020.0,5.5,2.5,GRP,38950.0,Netherlands, In verkoophaven,123
Motor Yacht,Master power boats,new boat on order,2020.0,6.58,2.72,GRP,38640.0,France,,137
Center console boat,Capelli power boats,Used boat,2019.0,6.43,2.36,PVC,38600.0,France,,90
Runabout,AMT power boats,new boat from stock,2019.0,6.9,2.6,GRP,38450.0,Germany, Nordrhein-Westfalen ,115
Center console boat,Rhea power boats,new boat from stock,2020.0,6.9,2.5,GRP,38042.0,Netherlands, In verkoophaven,91
Cabin Boat,Succes power boats,Diesel,1997.0,8.6,2.99,GRP,37990.0,Germany, Lychen Uckermark,115
Sport Boat,Yamarin power boats,new boat from stock,2020.0,6.3,2.5,GRP,37780.0,Germany, auf Anfrage,156
Pilothouse,Jeanneau power boats,new boat from stock,2020.0,6.19,2.46,GRP,37625.0,Switzerland, Lake Constance ,1272
Sport Boat,IRON power boats,new boat on order,2020.0,7.12,2.44,GRP,37500.0,Germany, Kiel,93
Motor Yacht,Marex power boats,Used boat,1991.0,10.0,3.27,GRP,35750.0,Denmark, Limfjorden,409
Sport Boat,Italmar power boats,new boat from stock,2016.0,6.9,2.55,GRP,36900.0,Germany, Hock Boote,90
Hardtop,Flipper power boats,new boat from stock,2020.0,6.05,2.21,GRP,39105.0,Switzerland, VierwaldstÃ¤ttersee ,324
Deck Boat,Sunchaser power boats,Used boat,2019.0,6.78,2.5,Aluminium,36000.0,Italy, Lago Maggiore ,76
Classic,Comar power boats,Used boat,1995.0,12.7,3.6,GRP,36000.0,Italy, Abruzzo - Molise ,237
Bowrider,Sting power boats,new boat from stock,2017.0,6.1,2.37,GRP,35900.0,Germany, Nordrhein-Westfalen ,139
Bowrider,Yamarin power boats,new boat from stock,2020.0,6.31,2.32,Aluminium,35020.0,Germany, auf Anfrage,210
Sport Boat,Mochi Craft power boats,Used boat,1980.0,9.0,3.05,GRP,35000.0,Italy, Toscana ,80
Motor Yacht,Mochi Craft power boats,Used boat,1986.0,9.38,3.58,GRP,35000.0,Italy, Toscana ,139
Sport Boat,Boston Whaler power boats,Used boat,1993.0,6.8,2.3,GRP,35000.0,Netherlands,,76
Wakeboard/Wakesurf,Malibu power boats,Used boat,2005.0,6.7,2.5,GRP,35000.0,Lommel,,405
Sport Boat,Nordkapp power boats,new boat on order,2018.0,7.05,2.3,GRP,34900.0,Germany, Nordrhein-Westfalen ,116
Trawler,Delphia power boats,new boat from stock,2020.0,8.05,3.0,GRP,34510.0,Poland, ab Werk,73
Trawler,Blom power boats,Used boat,1966.0,12.0,3.65,Steel,34500.0,Netherlands, Lauwersoog,142
Launch,Kapiteinssloep power boats,new boat from stock,2012.0,7.2,2.3,Wood,34500.0,Netherlands, Hardenberg,86
Pontoon Boat,Saver power boats,Used boat,2020.0,7.1,2.53,GRP,34300.0,Italy, Friuli Venezia Giulia ,153
Fishing Boat,Thoma power boats,new boat from stock,2020.0,6.6,2.1,GRP,36531.0,Switzerland, MÃ¼hlehorn ,147
Pilothouse,Parker power boats,new boat from stock,2018.0,6.6,2.5,GRP,34050.0,Germany, Nordrhein-Westfalen ,73
Motor Yacht,Master power boats,new boat on order,2020.0,6.3,2.68,GRP,33840.0,France,,138
Sport Boat,Yamarin power boats,new boat from stock,2020.0,6.3,2.35,GRP,33765.0,Germany, auf Anfrage,147
Sport Boat,Sea Ray power boats,new boat from stock,2018.0,6.55,2.54,GRP,33333.0,Germany, Bayern ,84
Bowrider,Maxima power boats,new boat from stock,2020.0,7.2,2.5,GRP,33015.0,Germany, Lake Constance ,207
Sport Boat,Monterey power boats,Used boat,2008.0,7.32,2.55,GRP,33000.0,Croatia (Hrvatska), onbekend,200
Motor Yacht,B2 Marine power boats,new boat from stock,2020.0,7.0,2.48,GRP,35145.0,Switzerland, Neuenburgersee ,166
Sport Boat,Thoma power boats,new boat from stock,2020.0,5.6,1.7,GRP,35046.0,Switzerland, Walensee ,522
Sport Boat,AMT power boats,new boat from stock,2019.0,6.9,2.6,GRP,32500.0,Germany, Erftstadt,50
Cabin Boat,Cranchi power boats,Used boat,2012.0,7.51,2.83,GRP,34650.0,Switzerland, Lake Geneva ,630
Motor Yacht,Sunseeker power boats,Used boat,1990.0,9.42,3.3,GRP,34650.0,Switzerland, Ermatingen,706
Sport Boat,Buster power boats,new boat on order,2020.0,6.05,2.2,Aluminium,34640.1,Switzerland, Safenwil,151
Bowrider,AMT power boats,new boat from stock,2018.0,5.6,2.25,GRP,34452.0,Switzerland, Bielersee ,279
Classic,Riva power boats,Used boat,1958.0,5.4,1.9,Wood,32000.0,Germany, Bayern ,309
Bowrider,AMT power boats,new boat from stock,2019.0,5.15,2.08,GRP,33808.5,Switzerland, VierwaldstÃ¤ttersee ,196
Bowrider,Yamarin power boats,new boat from stock,2020.0,6.15,2.29,Aluminium,31400.0,Germany, auf Anfrage,89
Center console boat,Jeanneau power boats,new boat on order,2020.0,7.74,2.52,GRP,31059.0,Germany, BÃ¶nningstedt,59
Deck Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020.0,7.23,2.55,GRP,30499.0,Germany, Kieler Bucht mit Fehmarn ,176
Bowrider,Yamarin power boats,new boat from stock,2020.0,6.3,2.35,GRP,30355.0,Germany, auf Anfrage,123
Motor Yacht,Chaparral power boats,Used boat,2004.0,7.8,2.59,GRP,30000.0,Italy, Campania ,162
Cabin Boat,Altena power boats,Used boat,1985.0,10.5,3.25,Steel,29995.0,Netherlands, In verkoophaven,100
Trawler,Succes power boats,Diesel,1979.0,10.5,3.4,Steel,29990.0,Germany, 14712 Rathenow,117
Sport Boat,Chaparral power boats,Unleaded,1995.0,7.59,2.59,GRP,29990.0,Germany, Verkaufshafen Brandenburg-Plaue,120
Sport Boat,Marinello power boats,new boat from stock,2015.0,6.45,2.45,GRP,29900.0,Germany, Hock Boote,152
Sport Boat,Marinello power boats,new boat from stock,2020.0,5.65,2.35,GRP,29900.0,Germany, Hock Boote,158
Sport Boat,Eolo power boats,Used boat,2017.0,7.3,2.55,GRP,29900.0,Germany, Deutschland,101
Trawler,Hollandia power boats,Used boat,1978.0,10.5,3.45,Steel,29900.0,Netherlands, In verkoophaven,120
Sport Boat,Olympic power boats,new boat from stock,2019.0,5.28,2.28,GRP,29500.0,Germany, Bayern ,51
Sport Boat,ManÃ² power boats,Used boat,2006.0,6.9,2.5,GRP,29500.0,Italy, Toscana ,120
Runabout,Boesch power boats,Used boat,1971.0,5.8,2.02,Wood,29500.0,Germany, Gardasse,520
Sport Boat,Jeanneau power boats,new boat from stock,2020.0,6.4,2.48,GRP,29155.0,Germany, BÃ¶nningstedt,62
Motor Yacht,Coverline power boats,Used boat,2004.0,7.5,2.55,GRP,29000.0,Italy, Toscana ,84
Center console boat,Rinker power boats,Used boat,2005.0,7.56,2.59,GRP,29000.0,Italy, Liguria ,65
Motor Yacht,Chaparral power boats,Unleaded,1998.0,9.73,2.97,GRP,28990.0,Germany, Verkaufshafen Brandenburg-Plaue,143
Cabin Boat,Eolo power boats,new boat from stock,2019.0,6.5,2.55,GRP,28900.0,Germany, Stadtprozelten,350
Cabin Boat,Marex power boats,Used boat,1990.0,7.1,2.5,GRP,28900.0,Germany, Baden-WÃ¼rttemberg ,273
Flybridge,Moonraker power boats,Used boat,1980.0,11.0,3.85,GRP,28500.0,Netherlands, In verkoophaven,200
Deck Boat,Intrepid power boats,Used boat,1992.0,9.78,2.59,GRP,28000.0,Italy, Lombardia - Trentino Alto Adige ,106
Pontoon Boat,Bluline power boats,new boat from stock,2020.0,7.02,2.42,GRP,28000.0,Italy, Friuli Venezia Giulia ,132
Pilothouse,Jeanneau power boats,Used boat,2015.0,5.79,2.46,PVC,28000.0,France,,122
Pilothouse,Shiren power boats,Used boat,2011.0,6.99,2.5,GRP,28000.0,Italy, Toscana ,93
Pilothouse,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020.0,6.4,2.45,GRP,27799.0,Germany, Kieler Bucht mit Fehmarn ,218
Bowrider,Yamarin power boats,new boat from stock,2020.0,5.66,2.17,Aluminium,27785.0,Germany, auf Anfrage,139
Fishing Boat,Selva power boats,Used boat,2014.0,6.4,2.38,GRP,29690.1,Switzerland, Lago Maggiore ,190
Deck Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020.0,7.23,2.55,GRP,27699.0,Germany, Kieler Bucht mit Fehmarn ,101
Center console boat,EdgeWater power boats,new boat from stock,2020.0,4.6,2.0,GRP,29601.0,Switzerland, Murtensee ,91
Cabin Boat,Albin power boats,Diesel,1985.0,9.7,3.25,GRP,27500.0,Germany, Mecklemburg Vorpommern,272
Cabin Boat,Sting power boats,new boat from stock,2018.0,6.1,2.37,GRP,26900.0,Germany, Nordrhein-Westfalen ,156
Launch,Antaris power boats,Used boat,2008.0,5.7,2.32,GRP,26900.0,Netherlands, Lemmer,55
Pilothouse,Viking power boats,new boat from stock,2020.0,6.84,2.5,Aluminium,26500.0,Germany, auf Anfrage,146
Pontoon Boat,Boston Whaler power boats,Used boat,1982.0,7.5,2.55,GRP,26000.0,Italy, Lazio ,143
Sport Boat,Cobalt power boats,Used boat,1999.0,7.62,2.59,GRP,26000.0,Italy,,93
Sport Boat,AMT power boats,new boat from stock,2019.0,6.08,2.35,GRP,25500.0,Germany, Erftstadt,154
Bowrider,Maxima power boats,new boat from stock,2019.0,6.15,2.3,GRP,25390.0,Germany, Konstanz-Dettingen,261
Motor Yacht,BWA power boats,new boat from stock,2019.0,5.9,2.5,Hypalon,26918.1,Switzerland, Lake Geneva ,91
Sport Boat,Gobbi power boats,Used boat,1986.0,7.8,2.51,GRP,25000.0,Italy, Toscana ,114
Sport Boat,Rinker power boats,Used boat,2000.0,8.23,2.6,GRP,25000.0,Croatia (Hrvatska), onbekend,272
Pilothouse,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020.0,6.55,2.54,GRP,24999.0,Germany, Kieler Bucht mit Fehmarn ,113
Deck Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020.0,6.74,2.55,GRP,24999.0,Germany, Kieler Bucht mit Fehmarn ,146
Center console boat,Jeanneau power boats,new boat on order,2020.0,6.77,2.48,GRP,24990.0,Germany, BÃ¶nningstedt,62
Sport Boat,Futuro power boats,Display Model,2019.0,5.5,2.0,Aluminium,24990.0,Germany, Lake Constance ,125
Motor Yacht,Maxum power boats,Unleaded,1997.0,9.07,2.95,GRP,24990.0,Germany, 14770 Brandenburg an der Havel,295
Fishing Boat,Smartliner power boats,new boat on order,2020.0,6.28,2.24,GRP,26532.0,Switzerland, Lake Geneva ,1430
Sport Boat,Invictus power boats,Display Model,2020.0,6.1,2.4,GRP,24930.0,Switzerland, Lago Maggiore ,176
Cabin Boat,Fjord power boats,Used boat,1979.0,9.3,3.25,GRP,24050.0,Denmark, Nordjylland,224
Sport Boat,Nordkapp power boats,new boat from stock,2017.0,6.06,2.2,GRP,24550.0,Germany, Nordrhein-Westfalen ,192
Motor Yacht,B2 Marine power boats,new boat from stock,2020.0,5.7,2.15,GRP,26235.0,Switzerland, Neuenburgersee ,189
Trawler,Proficiat power boats,Used boat,1980.0,9.75,3.0,Steel,24500.0,Netherlands, In verkoophaven,138
Motor Yacht,Super van Craft power boats,Used boat,1963.0,11.0,3.35,Steel,24500.0,Netherlands, In verkoophaven,248
Sport Boat,Saver power boats,new boat from stock,2020.0,5.75,2.26,GRP,23990.0,Germany, Bayern ,203
Cabin Boat,Inter power boats,Diesel,1985.0,7.4,2.55,GRP,23990.0,Germany, Potsdam,176
Sport Boat,AMT power boats,new boat from stock,2019.0,5.5,2.24,GRP,23900.0,Germany, auf Anfrage,106
Motor Yacht,Sea Ray power boats,Unleaded,1988.0,9.9,3.4,GRP,23900.0,Germany, Berlin ,231
Fishing Boat,Smartliner power boats,new boat from stock,2020.0,6.28,2.24,GRP,25443.0,Switzerland, Lake Geneva ,260
Pontoon Boat,BlueCraft power boats,Display Model,2020.0,5.4,2.55,Aluminium,22500.0,Germany, Nordrhein-Westfalen ,225
Launch,Valk power boats,new boat from stock,2020.0,8.5,2.74,Steel,22500.0,Netherlands, Loosdrecht,110
Trawler,Rijo Kruiser power boats,Used boat,1978.0,11.5,3.1,Steel,22500.0,Netherlands, In verkoophaven,197
Fishing Boat,Thoma power boats,new boat from stock,2018.0,5.5,1.65,GRP,23819.4,Switzerland, Walensee ,259
Sport Boat,Galia power boats,new boat on order,2020.0,5.7,2.38,GRP,23562.0,Switzerland, Lake of Zurich ,244
Deck Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020.0,6.74,2.55,GRP,21699.0,Germany, Kieler Bucht mit Fehmarn ,111
Pilothouse,Drago Boats power boats,Unleaded,2014.0,5.4,2.08,GRP,21500.0,Germany, Verkaufshafen Brandenburg-Plaue,149
Center console boat,Arkos power boats,Used boat,2016.0,6.47,2.4,GRP,21000.0,Malta,,111
Bowrider,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020.0,6.2,2.34,GRP,20799.0,Germany, Kieler Bucht mit Fehmarn ,127
Center console boat,Invictus power boats,Used boat,2017.0,6.1,2.4,GRP,20500.0,Croatia (Hrvatska), onbekend,139
Deck Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020.0,6.12,2.4,GRP,19999.0,Germany, Kieler Bucht mit Fehmarn ,197
Classic,Nordson power boats,Used boat,1963.0,8.4,2.65,Wood,13500.0,Netherlands, In verkoophaven,134
Cabin Boat,Marex power boats,Electric,1988.0,6.5,2.4,GRP,19500.0,Germany, Verkaufshafen Brandenburg-Plaue,167
Deck Boat,Sessa power boats,new boat from stock,2020.0,5.75,2.34,GRP,19160.0,Italy, Toscana ,201
Deck Boat,Sport Craft power boats,Used boat,1999.0,7.68,2.6,GRP,19000.0,Italy, Friuli-Venezia Giulia,55
Trawler,Waddenkruiser power boats,Used boat,1973.0,8.5,3.1,Steel,18995.0,Netherlands, In verkoophaven,156
Sport Boat,Nordkapp power boats,new boat from stock,2016.0,5.53,2.2,GRP,18950.0,Germany, Grevenbroich,100
Sport Boat,Aquanaut power boats,Used boat,1981.0,8.5,3.1,Steel,18950.0,Netherlands, In verkoophaven,133
Motor Yacht,Yamarin power boats,Used boat,2000.0,5.78,2.18,GRP,18900.0,Netherlands, Lemmer,77
Runabout,Karnic power boats,new boat from stock,2018.0,5.65,2.3,GRP,18399.0,Germany, Lake Constance ,129
Sport Boat,Viko Yachts power boats,new boat from stock,2017.0,6.1,2.5,GRP,18385.0,Germany, Bayern ,218
Classic,WeiBo power boats,new boat from stock,2021.0,6.0,1.65,Wood,18300.0,Switzerland, Lake Constance ,129
Center console boat,Ranieri power boats,new boat from stock,2019.0,6.0,2.38,GRP,18200.0,Italy, Lombardia - Trentino Alto Adige ,183
Center console boat,Crestliner power boats,new boat from stock,2020.0,4.49,1.92,Aluminium,19468.35,Switzerland, Murtensee ,144
Sport Boat,Sea Ray power boats,Used boat,1982.0,6.81,2.44,GRP,18000.0,Germany, Lake Constance ,293
Sport Boat,Olympic power boats,Used boat,2014.0,5.28,2.16,GRP,17999.0,Germany, MÃ¼nchen,123
Sport Boat,AluForce power boats,new boat from stock,2020.0,5.66,2.1,Aluminium,17900.0,Germany, auf Anfrage,126
Fishing Boat,Vizion power boats,new boat from stock,2019.0,5.04,2.18,Aluminium,17900.0,Germany, Berlin ,76
Runabout,Flying Shark power boats,Display Model,2019.0,4.2,1.73,GRP,18810.0,Switzerland, VierwaldstÃ¤ttersee ,534
Bowrider,Galia power boats,new boat on order,2020.0,5.2,2.1,GRP,18612.0,Switzerland, Lake of Zurich ,243
Deck Boat,Marinello power boats,new boat from stock,2015.0,5.9,2.48,GRP,16900.0,Germany, Hock Boote,104
Deck Boat,Marinello power boats,new boat from stock,2017.0,4.7,1.9,GRP,16900.0,Germany, Hock Boote,91
Cabin Boat,Marinello power boats,new boat from stock,2015.0,5.7,2.35,GRP,16900.0,Germany, Main ,259
Motor Yacht,Freedom power boats,Used boat,1991.0,8.46,2.48,GRP,16900.0,Germany, LAMPERTHEIM,130
Pontoon Boat,Cantieri Nautici Ferrario power boats,new boat from stock,2018.0,6.5,2.29,GRP,16650.0,Italy, Dormelletto ,103
Sport Boat,Karnic power boats,new boat from stock,2020.0,4.9,2.08,GRP,17757.63,Switzerland, Lake of Zurich ,228
Pontoon Boat,Cranchi power boats,Used boat,1992.0,7.2,2.41,GRP,17721.0,Switzerland, Rancate,342
Pilothouse,DarekCo power boats,new boat from stock,2019.0,5.4,2.38,GRP,17721.0,Switzerland, Brienzersee ,180
Center console boat,BÃ©nÃ©teau power boats,Used boat,2006.0,6.03,2.44,PVC,16500.0,France,,56
Deck Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2019.0,6.12,2.4,GRP,15999.0,Germany, Kieler Bucht mit Fehmarn ,111
Cabin Boat,Renken power boats,Used boat,1999.0,6.24,2.3,GRP,15950.0,Germany, Bayern ,121
Cabin Boat,Sea Ray power boats,Used boat,1985.0,3.0,8.0,Plastic,16830.0,Switzerland, Neuenburgersee ,589
Deck Boat,Glastron power boats,Used boat,1995.0,7.0,2.5,GRP,15000.0,Italy, Mar Tirreno,91
Center console boat,Navalplastica power boats,Used boat,2007.0,6.4,2.0,GRP,15000.0,Italy, Toscana ,91
Cabin Boat,Polaris power boats,Diesel,1982.0,7.75,2.66,GRP,14990.0,Germany, Verkaufshafen Brandenburg-Plaue,165
Sport Boat,Boston Whaler power boats,Used boat,2009.0,4.03,1.78,GRP,14750.0,Netherlands, In verkoophaven,105
Working Boat,Viking power boats,new boat from stock,2020.0,5.5,2.17,Aluminium,14550.0,Germany, Erftstadt,354
Cabin Boat,Albin power boats,Used boat,1975.0,7.6,2.6,GRP,14000.0,Netherlands, Lemmer,120
Deck Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020.0,5.55,2.29,GRP,13999.0,Germany, Kieler Bucht mit Fehmarn ,223
Sport Boat,Windy power boats,Used boat,1986.0,6.7,2.5,GRP,14751.0,Switzerland, Lake Constance ,604
Fishing Boat,Starweld power boats,new boat from stock,2020.0,5.03,2.08,Aluminium,14800.5,Switzerland, Murtensee ,229
Sport Boat,Viking power boats,new boat from stock,2020.0,5.5,2.17,Aluminium,13800.0,Germany, Erftstadt,165
Pontoon Boat,Cantieri Nautici Ferrario power boats,new boat from stock,2018.0,6.5,2.29,GRP,13800.0,Italy, Dormelletto ,82
Bowrider,Trimarchi  power boats,new boat from stock,2020.0,5.7,2.1,GRP,14355.0,Switzerland, Kriens,434
Bowrider,Olympic power boats,new boat from stock,2018.0,4.9,1.95,GRP,14352.03,Switzerland, Murtensee ,146
Sport Boat,Ranieri International power boats,new boat from stock,2020.0,5.1,2.1,GRP,13200.0,Germany, Baden-WÃ¼rttemberg ,182
Deck Boat,Viking power boats,new boat from stock,2020.0,5.5,2.17,Aluminium,13050.0,Germany, Ab Werft,174
Cabin Boat,Marino Costruzioni Nautiche power boats,Used boat,2019.0,6.28,2.3,GRP,13000.0,Italy, Lombardia - Trentino Alto Adige ,273
Working Boat,Armee Suisse power boats,Used boat,2002.0,5.69,2.1,GRP,13860.0,Switzerland, Sihlsee ,217
Deck Boat,Marinello power boats,new boat from stock,2019.0,5.4,2.3,GRP,12900.0,Germany, Hock Boote,231
Trawler,Succes power boats,Used boat,1980.0,9.0,2.5,Steel,12900.0,Netherlands, In verkoophaven,157
Sport Boat,Bayliner power boats,Unleaded,1985.0,8.0,2.5,GRP,12490.0,Germany, Verkaufshafen Brandenburg-Plaue,241
Fishing Boat,Vizion power boats,new boat from stock,2019.0,4.4,1.9,Aluminium,12300.0,Germany, Berlin ,119
Center console boat,Karel power boats,new boat on order,2020.0,5.5,2.1,GRP,13068.0,Switzerland, Lake of Zurich ,528
Sport Boat,Sting power boats,new boat from stock,2016.0,5.3,2.15,GRP,12150.0,Germany, Grevenbroich,88
Sport Boat,Viko power boats,new boat from stock,2020.0,6.1,2.5,GRP,11800.0,Germany, Hamburg ,296
